SMILES	prop_1	prop_2	prop_3	prop_4
CNCC=CC=C	0.9028	0.34898	-2.801325472	5.661
O=CC1COCO1	2.2661	0.36614	-2.098925273	4.1989
CC(CO)N1CC1	1.5659	0.4374	-2.705777262	7.5067
CC1CCOCC1	1.4878	0.43534	-2.949757487	7.6951
O=CC1COC1	1.2935	0.37076	-1.919680108	4.2712
CC(CF)NC=N	3.1152	0.40403	-2.40189612	6.4651
CNN=CC(F)=C	2.7052	0.3065	-2.133980973	4.7521
NC(=O)CC#C	3.4372	0.40255	-1.834311577	5.8945
C=CCC=C	0.1233	0.40454	-2.069071314	6.9249
COCC(=N)NN	3.3853	0.40305	-2.306282005	6.5616
FCC=CC1CC1	1.6843	0.40411	-2.545539351	7.0089
CC1NCC1(F)F	2.2645	0.43108	-2.13575587	6.9076
COCC(=C)C#N	4.0382	0.38205	-2.287378051	6.4018
CC=CC1CCN1	1.442	0.38123	-2.799114911	6.1291
CNC(=O)N1CC1	3.2525	0.41491	-2.333081002	6.3254
NCc1cnno1	4.9402	0.37425	-1.879643167	5.7848
FCC1=CCNC1	2.6697	0.38094	-2.369140098	5.7818
FC1CCNC1=O	5.3432	0.39339	-2.11687468	5.601
CC1(CNC1)C#N	5.1887	0.41604	-2.402349678	6.5932
CN=C(C)N(C)N	2.1251	0.37378	-2.616133807	5.8052
C1OCC2CC1N2	2.2525	0.4155	-2.49306115	6.6679
OC(C=C)C#C	1.4972	0.4182	-1.969161237	6.5168
CC1(CO1)C2CC2	1.8521	0.47198	-2.683659974	8.3299
CC(N)C(C)N	0.3651	0.4102	-2.602521247	6.6965
FCC1(CF)CN1	0.4967	0.45965	-2.114158416	7.7094
C#CC1CCN1	1.0031	0.41151	-2.073589145	6.4063
Nc1ccn(O)n1	0.9266	0.35091	-1.874591949	5.9025
Nn1ccoc1=O	3.5234	0.37824	-1.814970281	6.3748
ONC(=O)C=O	0.7683	0.30574	-1.414347404	3.5547
NN=CC=NO	2.1365	0.31333	-1.586208302	5.3318
FCCC=CC#N	5.1444	0.37838	-2.162197013	6.3182
C=CC(=C)CC#N	3.9481	0.35551	-2.388265394	5.938
OCCCCC#C	1.533	0.45607	-2.673932682	6.7356
CNC1(C)CCC1	0.8347	0.40316	-3.029296763	6.4874
C=C1CCNCC1	1.0605	0.39207	-2.834582206	6.3741
CC1=CCCC1O	1.5192	0.40652	-2.732881346	6.9003
CC1C=CCC1=C	0.3146	0.39179	-2.810072364	6.4054
COC(=C)C(C)=O	3.5218	0.34305	-2.40953158	4.0498
N=C1NCCN1	3.6898	0.39963	-1.995022674	6.5625
Cc1c[nH]c(N)n1	3.1419	0.37126	-2.267873999	5.9817
Cn1nn[nH]c1=O	0.638	0.36172	-1.723013631	5.9503
NCc1ncno1	2.5861	0.38194	-1.904049502	6.1535
O=CC=CC1CO1	3.3854	0.34263	-2.164669533	3.8372
FC(C=C)=CC#C	1.1205	0.31876	-2.083138979	4.9327
COCCC#CC	1.2745	0.44468	-2.669619127	6.7115
NN=C(N)C(O)=O	3.5696	0.31403	-1.840074383	4.9785
CNC1(C)CC1C	0.9634	0.39857	-3.023980038	6.3952
N=CNCC#C	2.4931	0.398	-1.902929263	6.4687
C1NN=CCC=C1	1.4123	0.35951	-2.38014843	4.8838
COC=CC(F)F	2.9902	0.40691	-2.020507293	7.0837
CC(N)CC(C)=C	1.1358	0.4087	-3.043772778	6.8429
FC1CC=NN=C1	3.0424	0.34944	-1.931104092	4.232
Nn1[nH]ccc1=N	2.9203	0.31905	-1.9793931	5.0074
CC1(O)CCC1F	3.2167	0.44996	-2.476909399	7.5324
FC1CC1CC=O	4.0548	0.38265	-2.250630723	4.3943
FC1(F)CCOC1	1.6345	0.47161	-2.048105341	8.0662
Cc1cnc(N)o1	2.0888	0.36855	-2.150009985	6.13
FCC1CC1C#N	4.8937	0.46873	-2.154278308	7.3211
CNN=C(N)C=O	3.3969	0.29248	-2.116597274	4.1222
CC(=O)NC=NN	2.3088	0.3413	-2.138599024	5.4915
NCC(C=C)C=C	1.3128	0.38568	-2.802038483	6.5451
OCC1NC1CF	2.9305	0.42659	-2.256283739	7.5164
CC#CC=CCO	2.0341	0.35408	-2.455098631	5.3815
CCC1COC1	2.0642	0.43881	-2.44732136	7.3684
OCCCCC=O	1.4141	0.38455	-2.634060087	4.4181
CNC1CC1(C)O	2.0317	0.39047	-2.709742268	6.3107
CC(N)CCCO	2.8366	0.42381	-2.956181184	6.7845
O=C1NN=CNO1	3.5556	0.35046	-1.565988175	5.0834
CCNN=CCO	2.326	0.35354	-2.502564467	5.6462
NCCC=CCN	1.5105	0.4033	-2.832492128	6.4635
O=C1CCON=C1	2.4682	0.3231	-1.964452418	3.5013
NN=CNN=C	1.4557	0.31902	-1.703544291	5.1892
CC(=O)C(C)(C)F	1.1253	0.38122	-2.513231064	4.4634
CC(=C)C(=O)C=C	2.5501	0.33541	-2.497541306	3.6148
OCC1CC=NN1	3.1209	0.36683	-2.305045829	5.7196
C#CC1=CCOC1	1.2824	0.35511	-2.233692912	5.4898
CNC(=N)NC	3.1153	0.41046	-2.195131189	6.793
OC1C2CNC1C2	1.8193	0.41101	-2.492855214	6.693
COCC(=O)C#N	3.1512	0.33601	-1.983907357	3.993
CCC(C)C#C	0.7551	0.45268	-2.523181955	6.7276
OCC(F)C#C	1.6354	0.44458	-1.746104803	6.2674
CN1CC1C=O	3.3862	0.3686	-2.02567742	4.3251
Cn1cnc(=O)[nH]1	7.2655	0.34014	-1.930387702	5.3164
CC1(O)C(N)C1N	2.5298	0.38093	-2.514772286	6.3141
CC#CC(F)(F)F	3.4911	0.46214	-1.650294439	6.5526
OCC(O)C=O	2.7898	0.38025	-1.853857736	4.4984
FC(F)C#C	2.1482	0.46515	-1.139515972	6.5331
C1CC(N1)C2CC2	1.3359	0.41761	-2.791480123	6.6458
CNC(OC)=NC	3.3133	0.39812	-2.532225937	6.5847
COC(=N)N(C)N	2.5644	0.40511	-2.313618019	6.8729
CC1=NNCC1N	2.8703	0.36559	-2.42279309	5.8213
CC1CCN(C)C1	0.5749	0.4031	-3.052078976	6.5802
C=CC1CCC1=O	2.9287	0.35979	-2.492944702	4.2928
CC(=O)OCC#N	4.3466	0.43804	-2.032141667	6.0314
CCC(C#N)C#N	4.5762	0.48148	-2.212610049	7.6524
CC(C)=NO	0.8083	0.40821	-1.770939256	6.342
NC(=O)C=CC=O	2.161	0.3203	-2.031080866	3.4628
CC1(C)CC=NO1	3.5406	0.39064	-2.49645453	6.2094
CNCC1CCN1	1.4545	0.39319	-2.813082673	6.1942
C=CC(=C)NC=O	3.6318	0.33953	-2.315191009	5.3031
NCC1OCCO1	1.3587	0.43831	-2.425955477	6.9511
NC1C=CC2NC12	2.54	0.37639	-2.385037275	5.8472
CN(C=C)C(N)=O	2.8345	0.37123	-2.361259038	6.0739
CCC1C=NN=C1	4.994	0.37243	-2.394848206	4.7697
C=CCCC1CN1	1.5939	0.40855	-2.790789658	7.2721
CC1C(F)C1F	1.4141	0.4753	-1.847820717	7.8846
CC1(CN1)C2CC2	1.7097	0.43277	-2.792181432	7.2518
Nn1cnc(=N)o1	4.2713	0.33237	-1.659649097	5.1896
FCC(=O)ON=C	2.1897	0.39794	-1.723821071	5.7809
CN(C)NC=N	4.2972	0.40708	-2.145287298	6.4327
NCC(O)C=NO	3.2749	0.39316	-2.185226204	6.1111
CCC(C=C)=NN	1.7467	0.32296	-2.597818919	4.7381
Cc1[nH]nnc1N	4.3599	0.35172	-2.02934258	5.7345
CCC1OC1CC	1.9723	0.45229	-2.923346582	8.3787
NC(CF)C(N)=N	2.1111	0.39601	-2.212921925	6.2575
FCC(F)=C	2.4265	0.4193	-1.392262563	7.4314
CC(C)C(=C)CF	2.1276	0.42056	-2.785768375	7.3498
CC(C)(C)CC=O	2.9636	0.37476	-2.951716777	4.2188
OC(C#C)C(F)F	0.6866	0.44458	-1.770426391	6.4951
CC(=CN)C#N	6.4597	0.34448	-1.964250654	5.7866
CCCC1CC1F	1.8265	0.47152	-2.777547843	8.3172
C#CC1CC=NN1	2.1589	0.37099	-2.132353652	5.7399
NC1CNC1CF	3.0287	0.4172	-2.370601768	6.7188
CC1(F)CC1O	1.9402	0.43998	-1.99647845	7.3765
CC12CCNC1C2	1.4004	0.39644	-2.820127845	6.3227
O=COCC1CO1	2.3954	0.42002	-2.095293542	5.9477
NN(C=C)C=N	3.5464	0.37224	-1.930632258	6.1671
CNC(C)(C)CO	2.8828	0.41436	-2.953311201	6.7372
NC1CCOC1=C	3.1906	0.38379	-2.52196096	6.606
CN1CC1(C)CO	2.1814	0.42523	-2.706867674	7.2573
O=C1NC=CC1=O	6.0671	0.29239	-1.821915312	2.7517
OCC(=C)CF	3.054	0.41358	-1.999228877	7.0733
O=CN(C=O)C=O	0	0.37909	-1.744532093	4.6204
OC1CC1C#C	1.9965	0.43627	-1.967592142	6.3868
CC(F)C#CC=O	4.3411	0.36188	-2.007735836	3.9688
CCNC(=O)NO	3.8221	0.42164	-2.221441638	6.6785
C1C2OC=COC12	0.6323	0.39707	-2.089746934	6.5425
NCC(N)C1CN1	3.1797	0.41271	-2.621990677	6.8375
CNCCC=C	0.8506	0.39034	-2.556921532	6.5537
Nc1noc(=N)[nH]1	4.5003	0.38039	-1.716632507	6.4234
C=C1COC(=N)N1	2.5525	0.37344	-2.131930439	6.2269
NCCONC=O	5.7569	0.39025	-2.19230526	5.6754
CNC(C)C(C)F	1.3893	0.41772	-2.812560661	6.9334
CCC=CC#C	1.1811	0.36271	-2.294292687	5.7014
OC1C(O)C1C#N	4.8391	0.42146	-1.978937347	6.9672
O=CNC=O	1.5078	0.38677	-1.329144779	5.0531
C1CC=CC=CC1	0.7851	0.33597	-2.814343689	5.1034
CC(F)C(=C)C=O	1.946	0.35087	-2.271413114	3.9177
OC1C(F)C1(F)F	1.3494	0.42722	-1.538940332	6.6573
OCC=C(F)C#N	4.8497	0.36812	-1.838231582	6.1844
CCC1CCNC1	1.3833	0.4094	-3.055880384	6.513
COCCNC=N	4.8056	0.40627	-2.528339013	6.4942
NC=CC=NN=C	4.2064	0.30133	-2.180886265	4.0275
CC(=O)C1CCN1	2.6697	0.35652	-2.517032716	4.5092
C1C2CC3C1N3C2	1.8363	0.43493	-2.612883926	7.7426
CC1CCC=NO1	3.6281	0.39489	-2.487226075	5.824
COC1CNC1=O	2.9862	0.37835	-2.216685337	5.5759
FCCC(F)C#N	3.1756	0.48259	-1.928721424	7.3574
CC(C)C(=O)CO	3.1515	0.38833	-2.648864295	4.7448
CC=CC1CC1F	1.9004	0.40049	-2.547783679	6.9616
CC1(C)C(F)C1F	1.5141	0.47692	-2.319896866	7.9441
CCCC(O)CF	1.3486	0.46874	-2.706964467	7.9643
CC1(C)CCCN1	0.9574	0.39568	-3.061749171	6.3671
NC=C1CNN=C1	2.96	0.29178	-2.196182853	4.3804
OC1CCC=C1F	2.6538	0.4061	-2.270729013	6.9964
Oc1ncn(O)n1	2.3427	0.37716	-1.577233689	6.4382
COC=C(C)C	1.1564	0.39043	-2.453416126	6.6288
NN=CC1COC1	3.6385	0.37	-2.263905223	5.9722
ON=CC(O)=O	1.636	0.36456	-1.427568302	4.9428
CC(C)C=C(C)C	0.3689	0.41075	-3.248730516	7.1761
CC=CCC=NO	0.8893	0.38625	-2.469798253	6.1132
OCCC(O)C#C	0.4786	0.44611	-2.357147806	6.5046
Fc1cnnnn1	3.5634	0.31842	-1.285026019	3.4888
ON=CNN=C	2.0742	0.33235	-1.577919145	5.4388
CCON=C	0.4092	0.39093	-1.746718684	5.8277
CC=CCCCO	1.7775	0.40986	-2.92832471	7.1829
NCc1c[nH]cn1	3.0258	0.39382	-2.251223408	6.5682
FC(CC#C)C#N	3.4685	0.43518	-1.898009852	6.6476
C1CN(C1)C2CC2	0.7365	0.40117	-2.780587805	6.6985
CCN(C)C	0.5153	0.40453	-2.315112552	6.5618
Nc1ccccn1	1.9806	0.33116	-2.257282876	4.9225
NCC(=O)NN=C	3.6932	0.35249	-2.119391453	5.6868
N=C1NOCON1	1.7695	0.37997	-1.717347159	5.8545
COCC(C)(C)F	1.7308	0.45978	-2.699866419	7.7561
CC=C(C)OC=O	1.92	0.38463	-2.429788454	5.8488
ON=CCC(F)F	1.8081	0.40162	-1.800748727	6.0545
N=C1NCC(=O)N1	3.6525	0.38499	-1.978152848	5.7127
CC=NN(C)C=N	2.8448	0.34289	-2.396267286	4.5059
CC(=O)C1CNC1	2.0472	0.36372	-2.513161816	4.5224
CC1(C)OC1CO	1.4504	0.44119	-2.609022821	7.4504
CC1(CF)CN1	3.2657	0.43354	-2.101279937	7.2589
CN=CNCCN	2.7922	0.38691	-2.648658613	6.1254
FC1=CC2CC2C1	1.6722	0.39801	-2.347478372	6.5513
CC(NC=O)=NN	2.6189	0.34864	-2.136010708	5.3247
CC1=NNCC1F	1.0744	0.367	-2.169683566	5.6708
C=CNC=O	3.0218	0.37346	-1.606893033	5.5626
NCCCNC=N	4.258	0.39551	-2.652104001	6.4228
CC(C)CC1CC1	0.2172	0.46759	-3.236447536	8.4837
Cc1nnon1	2.7801	0.39936	-1.39281653	5.6483
NN=CC(O)C#C	2.5	0.36171	-2.019982512	5.9181
COC1CN(C)C1	1.7604	0.40627	-2.692797047	6.6031
CC(F)=C(C)C#C	2.0827	0.36212	-2.314808116	5.7991
FCCCNN=C	1.6516	0.35927	-2.358009574	5.7714
CC1(CCN)CC1	1.1953	0.42447	-3.031841593	6.7012
CC(F)(F)C=NN	2.9925	0.37037	-1.931653509	5.9609
CCON=CC	0.5705	0.39099	-2.222976214	6.0803
NCC=CC#C	1.9574	0.36054	-2.085068922	5.6509
NC(=N)C(O)CO	2.9191	0.41343	-2.251881179	6.4069
CC(=O)CC#N	1.6827	0.38263	-1.863443066	4.5712
FC=C1OCC=C1	2.5524	0.32598	-2.035236099	4.9583
NN=CC(F)CF	1.9612	0.37106	-1.911154925	5.9557
NCCOCCO	2.5519	0.42561	-2.630436847	6.8121
CCC(CN)NC	0.4658	0.40242	-3.055499235	6.5401
CC(N)C=C(C)C	1.2996	0.40717	-3.042790742	6.7809
CCC(F)=CC#N	5.673	0.37575	-2.170403024	6.335
CCC1NCC=C1	1.0279	0.37641	-2.827579573	5.7131
C=CC=NN1CC1	0.35	0.33452	-2.340586122	4.3376
C1OC=CC2OC12	2.1279	0.37677	-2.166782462	6.0392
Cc1nc(=O)[nH]o1	5.133	0.3749	-1.812038804	5.4855
CC1CC(N)C1O	2.3544	0.40892	-2.727634346	6.9346
C1CC2CC(C1)C2	0.0625	0.46331	-3.031274722	8.3906
CCN(C=C)C=N	3.0103	0.35282	-2.622972071	5.5647
CON=CC(C)N	1.2659	0.3832	-2.482796273	6.0213
CCF	1.9064	0.53627	-1.144332556	9.7554
COCC1CO1	1.6013	0.46351	-2.11506648	7.7426
CN1CC1C(F)=C	1.9647	0.40206	-2.335228232	6.6968
O=C1OCC=CO1	5.2097	0.39189	-1.917588616	6.447
O=C1NOC2CC12	3.242	0.37185	-1.953637985	5.668
CC1CCC1C=C	0.3862	0.41332	-3.009824363	7.1919
FC1CCC=C1	2.17	0.41944	-2.11723108	7.1427
COCOC(N)=N	3.3908	0.42328	-2.239334004	7.2416
CC12COCC1N2	3.2412	0.42125	-2.501340042	7.0327
CC1=NN=CNN1	3.8895	0.34184	-1.97095765	4.6698
C1CN2CC2CO1	0.3862	0.42637	-2.487031716	7.2607
CC1CCC1(C)O	1.532	0.43998	-2.936694898	7.3442
CC(F)(C=C)C#N	3.7811	0.42629	-2.155001847	7.4242
CCC1CCC1O	1.6063	0.44717	-2.931515689	7.4165
CCC(=N)NN	2.5035	0.3958	-2.169736903	6.4708
NNC(=O)CCF	2.4693	0.41181	-2.096156185	5.8992
OC(CF)C(O)=O	2.5545	0.43056	-1.902240823	5.919
CC(N)C1CC1N	2.3175	0.39812	-2.827030619	6.5454
NC1CNC1CO	3.4407	0.41654	-2.51560492	6.743
FC=CCC(F)=C	2.1193	0.40982	-2.102860165	7.127
Cc1cnn(C)c1	2.3758	0.39051	-2.434234201	6.4042
CON=CCC=O	2.4997	0.36345	-2.159430386	4.4147
OC(=O)C(F)C#C	1.0267	0.40399	-1.721914614	5.7487
CC1(C)CC1O	1.3688	0.44741	-2.454745177	7.5428
CC1CC1(O)CO	2.2882	0.43683	-2.611652341	7.4773
O=CC1CC=CC1	2.9492	0.37493	-2.514390575	4.3526
CCc1nnco1	3.6883	0.41404	-2.122825904	6.2847
OCCC=CF	2.8263	0.41707	-2.001753411	7.4414
CC(C)=CC1CO1	2.2463	0.39494	-2.689489061	6.7914
NC(=O)NC1CC1	4.3978	0.42226	-2.35896911	6.8553
CNC(C)C=O	1.9017	0.34154	-2.268591656	4.161
CC(N)C(N)=N	3.9112	0.39678	-2.199467464	6.3235
NC1COC1C=C	2.1011	0.3927	-2.483668841	6.4769
O=c1cnonn1	1.9126	0.3075	-1.281924926	2.9862
CC(N)C1CC1O	1.0695	0.4284	-2.717942658	6.8751
CCNC(C)=O	3.7594	0.41201	-2.313579095	5.8635
CC(F)(CO)C#C	1.6876	0.45062	-2.22103199	6.3746
NC1CCCC1=C	1.7252	0.38945	-2.836557034	6.2743
CC(F)C(C)C=C	1.6939	0.42512	-2.79142424	7.4784
NCC(F)(F)CN	2.7792	0.429	-2.171778013	6.8772
CN1CC1CCO	3.2912	0.43865	-2.707453308	7.624
CN(C=N)C(N)=O	1.7446	0.39073	-2.173855446	5.9802
NN=COC(N)=N	3.4089	0.36432	-1.911865995	5.9792
Cn1ccoc1=O	4.8978	0.37912	-2.04369735	6.187
O=C1C2CCC1O2	2.7368	0.38017	-2.176727612	4.6672
NCC(O)C(F)F	3.1284	0.44047	-2.061250552	7.0955
CC(C)C=NN	1.7537	0.37456	-2.357202626	6.0311
FC=CC=C(F)F	1.2177	0.3486	-1.654871907	6.1446
CC1C=COC1=C	1.5528	0.36099	-2.497900233	5.5511
CC1(O)CC1	1.5314	0.44512	-1.9866371	7.4857
NCC(F)C(N)=N	2.1359	0.3959	-2.214090443	6.2011
CC(C)(N)C=C	1.2559	0.40557	-2.571725902	6.5548
NC(=N)CCC=C	3.4188	0.4097	-2.636163653	6.5767
NC1C=CCC=C1	1.4058	0.40118	-2.613836865	6.4488
CCC(=NN)C#C	2.547	0.3323	-2.343224039	5.2852
CC(=O)CC1CC1	2.738	0.38577	-2.721018192	4.5477
NCC1(N)COC1	3.7897	0.41224	-2.508108558	6.6825
CC1(O)CCC=C1	1.7455	0.41557	-2.729778003	7.001
N#CCN1CCC1	4.5678	0.40516	-2.393458616	6.435
CCC(N)C(C)=C	1.2255	0.40796	-3.041248599	6.5078
CCC(CC)C#C	0.7249	0.45093	-2.992184012	6.71
C=CCCC=O	2.5505	0.37776	-2.247743024	4.4126
CC(C)(O)C=NN	0.3911	0.37407	-2.515610983	6.0449
O=CCCC=O	0	0.38513	-1.958167462	4.4359
OCC=COC=C	2.1582	0.38043	-2.373716311	6.3711
CCOC(=N)NO	4.324	0.40531	-2.192060481	6.8081
CC1(CO)CC1	1.5529	0.4533	-2.452863516	7.598
CNCC=CCN	0.5915	0.38617	-2.823279514	6.2678
CCC(F)C1CO1	3.2455	0.46984	-2.461757656	8.2841
NCc1cocn1	1.1325	0.38431	-2.126776775	6.4179
Nn1cccn1	1.0333	0.40285	-1.737421537	6.682
FCC1(CF)CC1	2.147	0.50076	-2.325398299	9.1031
FCCCC=O	2.0699	0.38489	-2.026212495	4.4212
CC1OC1CC=O	1.3671	0.37975	-2.397082478	4.3889
CC1OC1CO	1.5701	0.44572	-2.135358654	7.4683
FC(F)CNC=O	3.0297	0.41399	-1.873668078	5.7681
CC(F)=CCCN	1.5175	0.41498	-2.590783395	6.7651
FC12CNC(C1)C2	1.7356	0.41906	-2.358452287	6.6947
COC(=C)C#N	2.696	0.35491	-1.819397361	5.8534
CC1CNCC1=C	1.0551	0.38133	-2.827563411	6.101
CN1OCON=C1	3.4511	0.36008	-1.909653058	5.5156
CNCC#CC=C	1.0649	0.35484	-2.548140095	5.4479
CC(=C)C(=O)C=O	1.8018	0.29674	-2.192737861	2.7936
C=Nn1ccnn1	2.7058	0.35135	-1.758528255	4.8056
C1C2CC1C3NC23	1.9368	0.44508	-2.558397176	7.5352
CC(=N)N1CC1	2.3012	0.40491	-2.1418009	6.1388
Nn1ccc(O)n1	1.9454	0.38087	-1.898231731	6.3132
CC1(C)CN=CN1	3.0246	0.39053	-2.653235666	6.2003
OCC(O)CF	1.4879	0.46702	-1.921596794	7.6329
CC(C)C=CF	1.7483	0.42134	-2.319465795	7.4909
OC1CCNCC1	1.1859	0.3988	-2.752080437	6.5325
O=CCC1CC1	2.6103	0.38204	-2.241064436	4.3936
CC(=CCF)C#C	1.9842	0.36838	-2.304516506	5.6776
COC(C)C(N)=N	3.2784	0.40465	-2.546121017	6.2831
NC1C(O)C1(F)F	1.8531	0.40891	-1.803327198	6.6714
CCCC1CC1N	1.395	0.40866	-3.030663296	6.5265
CCN(NC)C=N	4.8016	0.38704	-2.614367076	6.3899
CCC(=N)NC	2.9634	0.39215	-2.394606298	6.4093
CC(=C)C(C)=O	2.8111	0.34961	-2.264764234	3.9267
CC(N)=CC#N	5.7407	0.34272	-1.972753203	5.6361
CC=CC(F)CO	1.203	0.41936	-2.475685843	7.3561
FC1CONC1=O	3.4391	0.3604	-1.732018896	5.2465
NCC1(N)CC1F	1.9156	0.41082	-2.368890158	6.8174
NCC(CO)CO	3.2474	0.42856	-2.64314766	6.9894
CC1CC1(C)CN	1.1706	0.42249	-3.032660426	6.7003
CNC(C)=N	3.7067	0.40693	-1.925189836	6.618
OC(=O)CC(O)=O	5.1595	0.39349	-1.880605569	5.9503
C#CCC1CC1	0.7867	0.45957	-2.281255479	6.72
CCCNC(C)=O	3.649	0.41012	-2.782583317	5.851
NN=CCC#C	1.594	0.37344	-1.869873658	6.0454
OC1C(O)C1C=C	1.5635	0.38874	-2.371308955	6.4721
NN=CC1CNC1	2.0254	0.36304	-2.376432979	5.9877
FCCCOC=O	0.801	0.43418	-2.200821773	5.9475
CCCC1COC1	2.0892	0.43799	-2.916018424	7.3706
O=CNC(=O)C#N	0.9281	0.34998	-1.627464161	4.5454
O=Cc1cnn[nH]1	2.0623	0.34725	-1.699182395	4.0035
FC1COC1=O	3.8717	0.4135	-1.502877894	5.6552
Nc1ncn(O)n1	1.023	0.35729	-1.690192871	6.0626
CCCOCC=O	2.43	0.36366	-2.620206494	4.1608
FC=CNC=O	1.9398	0.3673	-1.612705468	5.625
CN1CC1(C)CN	1.809	0.40309	-2.812696124	6.6646
NNC(=O)C#C	3.7656	0.3615	-1.587011676	4.9155
CC1NC1CCO	3.9208	0.43372	-2.719018795	7.3925
CNCCOC=O	1.4169	0.36905	-2.442990982	5.9354
CC1CCNN=C1	2.2429	0.37034	-2.621962074	5.7728
CC1OCCCO1	1.9388	0.4526	-2.632620785	8.1053
CCC(=C)OC=C	0.6631	0.38425	-2.697255686	6.2546
FC1CC(C1)C=C	1.5318	0.42009	-2.554422325	7.3793
CCC(=N)NNC	2.4971	0.38386	-2.629878352	6.4506
CC#CCC#CC	0.3222	0.43697	-2.518157367	6.6299
CN=C1CCNN1	2.607	0.37416	-2.409892485	5.9001
C=C1CCNN=C1	2.2347	0.31623	-2.396954305	4.8114
NC(=O)C(=O)C#C	0.9694	0.30744	-1.772563877	3.2621
Nc1coc(=N)[nH]1	4.4728	0.35122	-1.930735571	5.749
C=CCONC=O	3.959	0.39511	-2.160562924	5.6322
NNC(=O)C=CN	4.2008	0.33092	-2.134503857	5.4259
NCCNC1CC1	0.7614	0.40056	-2.815942149	6.6339
OC1CNC1C=O	1.8673	0.35981	-2.192630618	4.1214
CCC=CCF	1.702	0.41889	-2.316954748	7.3854
NC1C(F)CC1F	2.1383	0.42549	-2.133154905	6.8859
C1Cc2cocc12	1.348	0.37562	-2.252043772	6.17
CNC(=O)CC#C	3.412	0.40475	-2.295388583	5.9967
CC1CC1C=O	3.5754	0.38033	-2.248765787	4.4703
O=CCCC1CC1	2.7323	0.38244	-2.711111954	4.4098
CC(=O)OCCO	2.6712	0.42805	-2.353786138	6.0566
NN=c1[nH]cco1	3.4077	0.335	-1.885993739	5.3088
CC(=CF)C#C	0.7171	0.36706	-1.839550134	5.9014
COC=C(F)CF	1.3458	0.40751	-1.998278896	6.2833
c1cncnc1	2.353	0.35655	-1.769929036	4.5348
C1C2OC2C3CN13	1.104	0.43091	-2.255094598	6.9773
C=Cc1c[nH]cn1	3.9737	0.3512	-2.227749572	5.7091
CC(C)C(N)CF	2.0102	0.42485	-2.816066776	6.8756
CC=CC(C)CF	1.8247	0.4179	-2.788883391	7.3053
NN=C(CO)C#C	2.3793	0.33029	-2.023898174	4.9987
CN(C)CCCO	2.8128	0.41241	-2.943093583	6.8417
CC=C(F)C(F)F	3.3534	0.41575	-1.887404942	7.4381
CNC1CC1(C)F	1.9646	0.3994	-2.567733866	6.3403
CCN=CNNC	1.4341	0.38134	-2.61703972	6.1171
CC(C)(O)CC#N	5.0508	0.45388	-2.542794515	7.7132
FCC=CC=CF	1.5779	0.35002	-2.103157106	5.978
C=C1CNCC1=O	3.3488	0.32095	-2.311142151	3.7172
CON=CNO	1.2269	0.36754	-1.651124166	6.0319
CCCNNC=O	4.8334	0.40589	-2.536071166	5.7525
O=CCNC1CC1	2.9505	0.362	-2.497063636	4.2589
Oc1[nH]ccc1F	1.8136	0.37142	-1.870818348	5.66
OC(CF)CC=O	2.1796	0.37663	-2.180311549	4.2224
Cn1cc(N)cn1	2.6372	0.35433	-2.22891211	5.6698
O=C1ON=CC1=O	3.0437	0.27771	-1.451647086	2.3709
FC1CCNC1=N	5.0624	0.386	-2.200219173	6.2898
CN1CCOC=N1	2.3168	0.36957	-2.300234564	5.8525
CC(=O)N(N)C=C	1.8576	0.36405	-2.318469651	5.6288
CC(C#N)C(F)F	5.0948	0.50008	-1.945518444	7.7924
CC(N)CC(N)=N	2.316	0.40488	-2.670455121	6.3301
CN1CC1CC#N	4.5554	0.4302	-2.393321714	7.5301
FC1C(F)C1C#C	2.1463	0.43894	-1.826280123	6.3396
COC=CCCO	1.4582	0.39041	-2.60499818	6.6428
CC(C)NC(N)=N	3.2227	0.39843	-2.678569397	6.8646
CC1CN1CCF	2.0699	0.44068	-2.563832534	7.6073
CC#CCC(O)=O	1.3106	0.40684	-2.199779069	6.0292
CCC(F)C(F)F	1.4743	0.52587	-2.120390157	9.5664
OCCC(=O)C=O	1.6497	0.30577	-2.109516605	2.8429
NCC(CF)=NO	1.8511	0.38585	-2.038320751	6.0431
CN(C)CCC#C	1.0191	0.4062	-2.767718774	6.6448
CC(C=C)C=O	2.5882	0.36583	-2.247964236	4.2859
C1CC1	0	0.50973	-1.357929386	8.9924
FCC#CC#C	1.7125	0.37582	-1.582635315	4.6256
NC1C=CC(F)=C1	2.6071	0.34298	-2.149187929	5.0319
Oc1ncoc1O	1.5902	0.35723	-1.709638904	5.7197
CC1CN1C	1.1654	0.4363	-2.081624234	7.4465
CCC1(CF)CC1	1.7675	0.4757	-2.782021114	8.6311
FC1=CCNC1=O	5.286	0.37395	-1.890618829	5.1535
FCc1nnn[nH]1	4.2695	0.41464	-1.552730443	6.323
C1C=NOC2CC12	3.4484	0.38707	-2.186209955	5.6949
CC1CCC(F)=C1	1.6599	0.41185	-2.587911245	7.0798
C=CCNCC#N	3.0219	0.40397	-2.400709376	6.4853
CCC(N)C=CC	1.3273	0.40305	-3.040767404	6.4767
FC(=C)CC1CN1	1.4221	0.40998	-2.342064729	7.1395
O=C1CC(=O)C=C1	1.7085	0.31028	-2.015536901	3.2617
CC(C)C(C)CN	1.2424	0.422	-3.269089858	6.6946
